KNN,0.572962728995578,1,uniform,ball_tree
KNN,0.572962728995578,1,uniform,kd_tree
KNN,0.576753000631712,1,uniform,brute
KNN,0.572962728995578,1,distance,ball_tree
KNN,0.572962728995578,1,distance,kd_tree
KNN,0.576753000631712,1,distance,brute
KNN,0.5799115603284902,5,uniform,ball_tree
KNN,0.5799115603284902,5,uniform,kd_tree
KNN,0.5792798483891346,5,uniform,brute
KNN,0.5837018319646241,5,distance,ball_tree
KNN,0.5837018319646241,5,distance,kd_tree
KNN,0.5837018319646241,5,distance,brute
KNN,0.589387239418825,9,uniform,ball_tree
KNN,0.5900189513581807,9,uniform,kd_tree
KNN,0.5887555274794694,9,uniform,brute
KNN,0.5982312065698042,9,distance,ball_tree
KNN,0.5982312065698042,9,distance,kd_tree
KNN,0.5982312065698042,9,distance,brute
KNN,0.593177511054959,13,uniform,ball_tree
KNN,0.593177511054959,13,uniform,kd_tree
KNN,0.593177511054959,13,uniform,brute
KNN,0.593177511054959,13,distance,ball_tree
KNN,0.5938092229943146,13,distance,kd_tree
KNN,0.5938092229943146,13,distance,brute
KNN,0.5969677826910929,17,uniform,ball_tree
KNN,0.5969677826910929,17,uniform,kd_tree
KNN,0.5969677826910929,17,uniform,brute
KNN,0.5881238155401137,17,distance,ball_tree
KNN,0.5881238155401137,17,distance,kd_tree
KNN,0.5887555274794694,17,distance,brute
DTree,0.5780164245104232,gini,best,10,1585516600
DTree,0.5792798483891346,gini,best,10,1504360184
DTree,0.5780164245104232,gini,best,10,95009495
DTree,0.5837018319646241,gini,best,10,31006604
DTree,0.576753000631712,gini,best,10,1101897704
DTree,0.574857864813645,gini,best,10,451715152
DTree,0.5704358812381554,gini,best,10,2145832533
DTree,0.5723310170562224,gini,best,10,1698541208
DTree,0.5799115603284902,gini,best,10,1928224497
DTree,0.5799115603284902,gini,best,10,390887839
DTree,0.5855969677826911,gini,best,10,587619794
DTree,0.5792798483891346,gini,best,10,1744097129
DTree,0.574857864813645,gini,best,10,1164808666
DTree,0.5786481364497789,gini,best,10,856523962
DTree,0.5830701200252685,gini,best,10,1399891246
DTree,0.5799115603284902,gini,best,10,698771440
DTree,0.572962728995578,gini,best,10,1676042779
DTree,0.5811749842072015,gini,best,10,617724414
DTree,0.5805432722678459,gini,best,10,1024993349
DTree,0.5780164245104232,gini,best,10,673597874
DTree,0.5792798483891346,gini,best,20,1017808641
DTree,0.5773847125710676,gini,best,20,72887315
DTree,0.5761212886923562,gini,best,20,1586496011
DTree,0.5641187618445989,gini,best,20,325633903
DTree,0.5830701200252685,gini,best,20,1881981609
DTree,0.5830701200252685,gini,best,20,246603435
DTree,0.5723310170562224,gini,best,20,2137421922
DTree,0.5647504737839545,gini,best,20,690625795
DTree,0.5735944409349337,gini,best,20,884117065
DTree,0.5615919140871762,gini,best,20,1448343777
DTree,0.5723310170562224,gini,best,20,1797657021
DTree,0.5735944409349337,gini,best,20,127137656
DTree,0.5710675931775111,gini,best,20,35997503
DTree,0.5742261528742894,gini,best,20,276090548
DTree,0.572962728995578,gini,best,20,592351141
DTree,0.5818066961465572,gini,best,20,889439587
DTree,0.5735944409349337,gini,best,20,975327096
DTree,0.5786481364497789,gini,best,20,1002478923
DTree,0.5666456096020215,gini,best,20,751948120
DTree,0.5647504737839545,gini,best,20,1786893067
DTree,0.5780164245104232,gini,best,30,1018916341
DTree,0.5679090334807327,gini,best,30,1741149483
DTree,0.572962728995578,gini,best,30,1136731161
DTree,0.5735944409349337,gini,best,30,486642419
DTree,0.5710675931775111,gini,best,30,628583897
DTree,0.5849652558433355,gini,best,30,1476047788
DTree,0.5660138976626659,gini,best,30,651282666
DTree,0.5830701200252685,gini,best,30,224102773
DTree,0.5622236260265319,gini,best,30,803587160
DTree,0.5653821857233101,gini,best,30,1957699865
DTree,0.5634870499052432,gini,best,30,815808882
DTree,0.5742261528742894,gini,best,30,351945570
DTree,0.5723310170562224,gini,best,30,1413253461
DTree,0.5799115603284902,gini,best,30,2059507896
DTree,0.5704358812381554,gini,best,30,664736725
DTree,0.5698041692987997,gini,best,30,1512329037
DTree,0.5723310170562224,gini,best,30,826549611
DTree,0.5799115603284902,gini,best,30,478293856
